Chapter ID,Book Name,Chapter,Text
90,Exodus,40,Jehovah spake unto Moses saying first day first month shalt thou rear tabernacle tent meeting And thou shalt put ark testimony thou shalt screen ark veil And thou shalt bring table set order things are thou shalt bring candlestick light lamps thereof And thou shalt set golden altar incense ark testimony put screen door tabernacle And thou shalt set altar burnt offering door tabernacle tent meeting And thou shalt set laver tent meeting altar shalt put water therein And thou shalt set court round hang screen gate court And thou shalt take anointing oil anoint tabernacle is therein shalt hallow furniture thereof be holy And thou shalt altar burnt offering vessels sanctify altar altar be most holy And thou shalt laver base sanctify it And thou shalt bring Aaron sons door tent meeting shalt wash water And thou shalt put Aaron holy garments thou shalt anoint sanctify minister unto priest office And thou shalt bring sons put coats thou shalt thou didst anoint father minister unto priest office anointing be everlasting priesthood generations Thus did Moses according Jehovah commanded so did he And came pass first month second year first day month tabernacle was reared up And Moses reared tabernacle laid sockets set boards thereof put bars thereof reared pillars And spread tent tabernacle put covering tent Jehovah commanded Moses And took put testimony ark set staves ark put mercy seat ark brought ark tabernacle set veil screen screened ark testimony Jehovah commanded Moses And put table tent meeting side tabernacle northward veil And set bread order Jehovah Jehovah commanded Moses And put candlestick tent meeting table side tabernacle southward And lighted lamps Jehovah Jehovah commanded Moses And put golden altar tent meeting veil burnt thereon incense sweet spices Jehovah commanded Moses And put screen door tabernacle And set altar burnt offering door tabernacle tent meeting offered burnt offering meal offering Jehovah commanded Moses And set laver tent meeting altar put water therein wherewith wash And Moses Aaron sons washed hands feet thereat went tent meeting came near altar washed Jehovah commanded Moses And reared court round tabernacle altar set screen gate court So Moses finished work Then cloud covered tent meeting glory Jehovah filled tabernacle And Moses was not able enter tent meeting cloud abode thereon glory Jehovah filled tabernacle And cloud was taken tabernacle children Israel went onward journeys cloud was not taken then journeyed not till day was taken cloud Jehovah was tabernacle day there was fire therein night sight house Israel journeys 
91,Leviticus,1,Jehovah called unto Moses spake unto tent meeting saying Speak children Israel say man offereth oblation unto Jehovah ye offer oblation cattle   even   herd flock If oblation be burnt offering herd offer male blemish offer door tent meeting be accepted Jehovah And lay hand head burnt offering be accepted make atonement him And kill bullock Jehovah Aaron sons priests present blood sprinkle blood round altar is door tent meeting And flay burnt offering cut pieces And sons Aaron priest put fire altar lay wood order fire Aaron sons priests lay pieces head fat order wood is fire is altar inwards legs wash water priest burn whole altar burnt offering offering made fire sweet savor unto Jehovah And oblation be flock sheep goats burnt offering offer male blemish And kill side altar northward Jehovah Aaron sons priests sprinkle blood altar round cut pieces head fat priest lay order wood is fire is altar inwards legs wash water priest offer whole burn altar is burnt offering offering made fire sweet savor unto Jehovah And oblation Jehovah be burnt offering birds then offer oblation turtle doves young pigeons And priest bring altar wring head burn altar blood thereof be drained side altar take crop filth thereof cast altar east part place ashes rend wings thereof     not divide priest burn altar wood is fire is burnt offering offering made fire sweet savor unto Jehovah 
92,Leviticus,2,one offereth oblation meal offering unto Jehovah oblation be fine flour pour oil put frankincense thereon bring Aaron sons priests take handful fine flour thereof oil thereof frankincense thereof priest burn   memorial thereof altar offering made fire sweet savor unto Jehovah is left meal offering be Aaron sons is thing most holy offerings Jehovah made fire And thou offerest oblation meal offering baken oven be unleavened cakes fine flour mingled oil unleavened wafers anointed oil And thy oblation be meal offering baking pan be fine flour unleavened mingled oil Thou shalt part pieces pour oil thereon is meal offering And thy oblation be meal offering frying pan be made fine flour oil And thou shalt bring meal offering is made things unto Jehovah be presented priest bring altar And priest take meal offering memorial thereof burn altar offering made fire sweet savor unto Jehovah And is left meal offering be Aaron sons is thing most holy offerings Jehovah made fire No meal offering ye offer unto Jehovah be made leaven ye burn leaven honey offering made fire unto Jehovah As oblation first    fruits   ye offer unto Jehovah not come sweet savor altar And oblation thy meal offering shalt thou season salt shalt thou suffer salt covenant thy God be lacking thy meal offering thine oblations thou shalt offer salt And thou offer meal offering first fruits unto Jehovah thou shalt offer meal offering thy first fruits grain ear parched fire bruised grain fresh ear And thou shalt put oil lay frankincense thereon is meal offering And priest burn memorial part bruised grain thereof part oil thereof frankincense thereof is offering made fire unto Jehovah 
93,Leviticus,3,oblation be sacrifice peace offerings offer herd male female offer blemish Jehovah And lay hand head oblation kill door tent meeting Aaron sons priests sprinkle blood altar round offer sacrifice peace offerings offering made fire unto Jehovah fat covereth inwards fat is inwards two kidneys fat is is loins caul liver kidneys take Aaron sons burn altar burnt offering is wood is fire is offering made fire sweet savor unto Jehovah And oblation sacrifice peace offerings unto Jehovah be flock male female offer blemish If offer lamb oblation then offer Jehovah lay hand head oblation kill tent meeting Aaron sons sprinkle blood thereof altar round offer sacrifice peace offerings offering made fire unto Jehovah fat thereof fat tail entire take hard backbone fat covereth inwards fat is inwards two kidneys fat is is loins caul liver kidneys take priest burn altar is food offering made fire unto Jehovah And oblation be goat then offer Jehovah lay hand head kill tent meeting sons Aaron sprinkle blood thereof altar round offer thereof oblation   even   offering made fire unto Jehovah fat covereth inwards fat is inwards two kidneys fat is is loins caul liver kidneys take priest burn altar is food offering made fire sweet savor fat is Jehovah s It be perpetual statute generations dwellings ye eat fat blood 
94,Leviticus,4,Jehovah spake unto Moses saying Speak children Israel saying one sin unwittingly things Jehovah hath commanded not be done do one anointed priest sin so bring guilt people then let offer sin hath sinned young bullock blemish unto Jehovah sin offering And bring bullock door tent meeting Jehovah lay hand head bullock kill bullock Jehovah And anointed priest take blood bullock bring tent meeting priest dip finger blood sprinkle blood seven times Jehovah veil sanctuary And priest put blood horns altar sweet incense Jehovah is tent meeting blood bullock pour base altar burnt offering is door tent meeting And fat bullock sin offering take fat covereth inwards fat is inwards two kidneys fat is is loins caul liver kidneys take away is taken ox sacrifice peace offerings priest burn altar burnt offering And skin bullock flesh head legs inwards dung even whole bullock carry forth camp clean place ashes are poured burn wood fire ashes are poured be burnt And whole congregation Israel err thing be hid eyes assembly have done things Jehovah hath commanded not be done are guilty sin wherein have sinned is known then assembly offer young bullock sin offering bring tent meeting And elders congregation lay hands head bullock Jehovah bullock be killed Jehovah And anointed priest bring blood bullock tent meeting priest dip finger blood sprinkle seven times Jehovah veil And put blood horns altar is Jehovah is tent meeting blood pour base altar burnt offering is door tent meeting And fat thereof take burn altar Thus do bullock did bullock sin offering so do priest make atonement be forgiven And carry forth bullock camp burn burned first bullock is sin offering assembly When ruler sinneth doeth unwittingly one things Jehovah God hath commanded not be done is guilty sin hath sinned be made known bring oblation goat male blemish And lay hand head goat kill place kill burnt offering Jehovah is sin offering And priest take blood sin offering finger put horns altar burnt offering blood thereof pour base altar burnt offering And fat thereof burn altar fat sacrifice peace offerings priest make atonement concerning sin be forgiven And one common people sin unwittingly doing things Jehovah hath commanded not be done be guilty sin hath sinned be made known then bring oblation goat female blemish sin hath sinned And lay hand head sin offering kill sin offering place burnt offering And priest take blood thereof finger put horns altar burnt offering blood thereof pour base altar And fat thereof take away fat is taken away sacrifice peace offerings priest burn altar sweet savor unto Jehovah priest make atonement be forgiven And bring lamb oblation sin offering bring female blemish And lay hand head sin offering kill sin offering place kill burnt offering And priest take blood sin offering finger put horns altar burnt offering blood thereof pour base altar And fat thereof take away fat lamb is taken away sacrifice peace offerings priest burn altar offerings Jehovah made fire priest make atonement touching sin hath sinned be forgiven 
95,Leviticus,5,one sin heareth voice adjuration being witness hath seen known do not utter   then bear iniquity Or one touch unclean thing be carcass unclean beast carcass unclean cattle carcass unclean creeping things be hidden be unclean then be guilty Or touch uncleanness man uncleanness be is unclean be hid knoweth then be guilty Or one swear rashly lips do evil do good be man utter rashly oath be hid knoweth then be guilty one   things   be be guilty one   things   confess wherein hath sinned bring trespass offering unto Jehovah sin hath sinned female flock lamb goat sin offering priest make atonement concerning sin And means suffice not lamb then bring trespass offering wherein hath sinned two turtle doves two young pigeons unto Jehovah one sin offering other burnt offering And bring priest offer is sin offering first wring head neck not divide asunder sprinkle blood sin offering side altar rest blood be drained base altar is sin offering And offer second burnt offering according ordinance priest make atonement concerning sin hath sinned be forgiven   means suffice not two turtle doves two young pigeons then bring oblation wherein hath sinned tenth part ephah fine flour sin offering put oil neither put frankincense thereon is sin offering And bring priest priest take handful memorial thereof burn altar offerings Jehovah made fire is sin offering And priest make atonement touching sin hath sinned things be forgiven   remnant   be priest meal offering And Jehovah spake unto Moses saying one commit trespass sin unwittingly holy things Jehovah then bring trespass offering unto Jehovah ram blemish flock according thy estimation silver shekels shekel sanctuary trespass offering make restitution hath done amiss holy thing add fifth part thereto give priest priest make atonement ram trespass offering be forgiven And one sin do things Jehovah hath commanded not be done knew not yet is guilty bear iniquity And bring ram blemish flock according thy estimation trespass offering priest priest make atonement concerning thing wherein erred unwittingly knew not be forgiven It is trespass offering is certainly guilty Jehovah 
96,Leviticus,6,Jehovah spake unto Moses saying one sin commit trespass Jehovah deal falsely neighbor matter deposit bargain robbery have oppressed neighbor have found was lost deal falsely therein swear lie things man doeth sinning therein then be hath sinned is guilty restore took robbery thing hath gotten oppression deposit was committed lost thing found thing hath sworn falsely even restore full add fifth part more thereto unto appertaineth give day being found guilty And bring trespass offering unto Jehovah ram blemish flock according thy estimation trespass offering priest priest make atonement Jehovah be forgiven concerning whatsoever doeth so be guilty thereby And Jehovah spake unto Moses saying Command Aaron sons saying is law burnt offering burnt offering be hearth altar night morning fire altar be kept burning priest put linen garment linen breeches put flesh take ashes whereto fire hath consumed burnt offering altar put beside altar And put garments put other garments carry forth ashes camp clean place And fire altar be kept burning thereon not go priest burn wood morning lay burnt offering order burn fat peace offerings Fire be kept burning altar continually not go out And is law meal offering sons Aaron offer Jehovah altar And take handful fine flour meal offering oil thereof frankincense is meal offering burn altar sweet savor memorial thereof unto Jehovah And is left thereof Aaron sons eat be eaten leaven holy place court tent meeting eat it It not be baken leaven have given portion offerings made fire is most holy sin offering trespass offering Every male children Aaron eat     portion ever generations offerings Jehovah made fire whosoever toucheth be holy And Jehovah spake unto Moses saying is oblation Aaron sons offer unto Jehovah day is anointed tenth part ephah fine flour meal offering perpetually half morning half thereof evening On baking pan be made oil is soaked thou shalt bring baken pieces shalt thou offer meal offering sweet savor unto Jehovah And anointed priest be stead sons offer statute ever be wholly burnt unto Jehovah And meal offering priest be wholly burnt not be eaten And Jehovah spake unto Moses saying Speak Aaron sons saying is law sin offering place burnt offering is killed sin offering be killed Jehovah is most holy The priest offereth sin eat holy place be eaten court tent meeting Whatsoever touch flesh thereof be holy is sprinkled blood thereof garment thou shalt wash whereon was sprinkled holy earthen vessel wherein is boiled be broken be boiled brazen vessel be scoured rinsed water Every male priests eat thereof is most holy And sin offering whereof blood is brought tent meeting make atonement holy place be eaten be burnt fire 
97,Leviticus,7,is law trespass offering is most holy In place kill burnt offering kill trespass offering blood thereof sprinkle altar round offer fat thereof fat tail fat covereth inwards two kidneys fat is is loins caul liver kidneys take priest burn altar offering made fire unto Jehovah is trespass offering Every male priests eat thereof be eaten holy place is most holy As is sin offering so is trespass offering is one law priest atonement therewith have it And priest offereth man burnt offering even priest have skin burnt offering hath offered And meal offering is baken oven is dressed frying pan baking pan be priest offereth it And meal offering mingled oil dry sons Aaron have one as well another And is law sacrifice peace offerings one offer unto Jehovah If offer thanksgiving then offer sacrifice thanksgiving unleavened cakes mingled oil unleavened wafers anointed oil cakes mingled oil fine flour soaked With cakes leavened bread offer oblation sacrifice peace offerings thanksgiving And offer one oblation heave offering unto Jehovah be priest sprinkleth blood peace offerings And flesh sacrifice peace offerings thanksgiving be eaten day oblation not leave morning But sacrifice oblation be vow freewill offering be eaten day offereth sacrifice morrow remaineth be eaten remaineth flesh sacrifice third day be burnt fire And flesh sacrifice peace offerings be eaten third day not be accepted be imputed unto offereth be abomination soul eateth bear iniquity And flesh toucheth unclean thing not be eaten be burnt fire flesh one is clean eat thereof soul eateth flesh sacrifice peace offerings pertain unto Jehovah having uncleanness soul be cut people And one touch unclean thing uncleanness man unclean beast unclean abomination eat flesh sacrifice peace offerings pertain unto Jehovah soul be cut people And Jehovah spake unto Moses saying Speak children Israel saying Ye eat fat ox sheep goat And fat dieth fat is torn beasts be used other service ye wise eat it For whosoever eateth fat beast men offer offering made fire unto Jehovah even soul eateth be cut people And ye eat manner blood be bird beast dwellings Whosoever be eateth blood soul be cut people And Jehovah spake unto Moses saying Speak children Israel saying offereth sacrifice peace offerings Jehovah bring oblation Jehovah sacrifice peace offerings own hands bring offerings Jehovah made fire fat breast bring breast be waved wave offering Jehovah And priest burn fat altar breast be Aaron sons  And right thigh ye give priest heave offering sacrifices peace offerings He sons Aaron offereth blood peace offerings fat have right thigh portion For wave breast heave thigh have taken children Israel sacrifices peace offerings have given Aaron priest unto sons     portion ever children Israel This is anointing portion Aaron anointing portion sons offerings Jehovah made fire day presented minister unto Jehovah priest office Jehovah commanded be given children Israel day anointed is     portion ever generations This is law burnt offering meal offering sin offering trespass offering consecration sacrifice peace offerings Jehovah commanded Moses mount Sinai day commanded children Israel offer oblations Jehovah wilderness Sinai 
98,Leviticus,8,Jehovah spake unto Moses saying Take Aaron sons garments anointing oil bullock sin offering two rams basket unleavened bread assemble thou congregation door tent meeting And Moses did Jehovah commanded congregation was assembled door tent meeting And Moses said congregation is thing Jehovah hath commanded be done And Moses brought Aaron sons washed water And put coat girded girdle clothed robe put ephod girded skilfully woven band ephod unto therewith And placed breastplate breastplate put Urim Thummim And set mitre head mitre front did set golden plate holy crown Jehovah commanded Moses And Moses took anointing oil anointed tabernacle was therein sanctified them And sprinkled altar seven times anointed altar vessels laver base sanctify them And poured anointing oil Aaron head anointed sanctify him And Moses brought Aaron sons clothed coats girded girdles head tires Jehovah commanded Moses And brought bullock sin offering Aaron sons laid hands head bullock sin offering And slew Moses took blood put horns altar round finger purified altar poured blood base altar sanctified make atonement it And took fat was inwards caul liver two kidneys fat Moses burned altar But bullock skin flesh dung burnt fire camp Jehovah commanded Moses And presented ram burnt offering Aaron sons laid hands head ram And killed Moses sprinkled blood altar round cut ram pieces Moses burnt head pieces fat And washed inwards legs water Moses burnt whole ram altar was burnt offering sweet savor was offering made fire unto Jehovah Jehovah commanded Moses And presented other ram ram consecration Aaron sons laid hands head ram And slew Moses took blood thereof put tip Aaron right ear thumb right hand great toe right foot And brought Aaron sons Moses put blood tip right ear thumb right hand great toe right foot Moses sprinkled blood altar round took fat fat tail fat was inwards caul liver two kidneys fat right thigh basket unleavened bread was Jehovah took one unleavened cake one cake oiled bread one wafer placed fat right thigh put whole hands Aaron hands sons waved wave offering Jehovah And Moses took hands burnt altar burnt offering were consecration sweet savor was offering made fire unto Jehovah And Moses took breast waved wave offering Jehovah was Moses portion ram consecration Jehovah commanded Moses And Moses took anointing oil blood was altar sprinkled Aaron garments sons sons garments sanctified Aaron garments sons sons garments him And Moses said unto Aaron sons Boil flesh door tent meeting eat bread is basket consecration commanded saying Aaron sons eat it And remaineth flesh bread ye burn fire And ye not go door tent meeting seven days days consecration be fulfilled consecrate seven days As hath been done day so Jehovah hath commanded do make atonement you And door tent meeting ye abide day night seven days keep charge Jehovah ye die not am commanded And Aaron sons did things Jehovah commanded Moses 
99,Leviticus,9,came pass eighth day Moses called Aaron sons elders Israel said unto Aaron Take thee calf herd sin offering ram burnt offering blemish offer Jehovah And children Israel thou shalt speak saying Take ye he goat sin offering calf lamb year old blemish burnt offering ox ram peace offerings sacrifice Jehovah meal offering mingled oil to day Jehovah appeareth unto you And brought Moses commanded tent meeting congregation drew near stood Jehovah And Moses said is thing Jehovah commanded ye do glory Jehovah appear unto you And Moses said unto Aaron Draw altar offer thy sin offering thy burnt offering make atonement thyself people offer oblation people make atonement Jehovah commanded So Aaron drew altar slew calf sin offering was himself And sons Aaron presented blood dipped finger blood put horns altar poured blood base altar fat kidneys caul liver sin offering burnt altar Jehovah commanded Moses And flesh skin burnt fire camp And slew burnt offering Aaron sons delivered blood sprinkled altar round delivered burnt offering piece piece head burnt altar And washed inwards legs burnt burnt offering altar And presented people oblation took goat sin offering was people slew offered sin first And presented burnt offering offered according ordinance And presented meal offering filled hand therefrom burnt altar burnt offering morning He slew also ox ram sacrifice peace offerings was people Aaron sons delivered blood sprinkled altar round fat ox ram fat tail covereth inwards   kidneys caul liver put fat breasts burnt fat altar breasts right thigh Aaron waved wave offering Jehovah Moses commanded And Aaron lifted hands people blessed came down offering sin offering burnt offering peace offerings And Moses Aaron went tent meeting came out blessed people glory Jehovah appeared people And there came forth fire Jehovah consumed altar burnt offering fat people saw shouted fell faces 
100,Leviticus,10,Nadab Abihu sons Aaron took censer put fire therein laid incense thereon offered strange fire Jehovah had not commanded them And there came forth fire Jehovah devoured died Jehovah Then Moses said unto Aaron is Jehovah spake saying be sanctified come people be glorified Aaron held peace And Moses called Mishael Elzaphan sons Uzziel uncle Aaron said Draw carry brethren sanctuary camp So drew near carried coats camp Moses had said And Moses said unto Aaron unto Eleazar unto Ithamar sons Let not hair heads go loose rend clothes ye die not be not wroth congregation let brethren whole house Israel bewail burning Jehovah hath kindled And ye not go door tent meeting lest ye die anointing oil Jehovah is did according word Moses And Jehovah spake unto Aaron saying Drink wine strong drink thou thy sons thee ye go tent meeting ye die not be statute ever generations ye make distinction holy common unclean clean ye teach children Israel statutes Jehovah hath spoken Moses And Moses spake unto Aaron unto Eleazar unto Ithamar sons were left Take meal offering remaineth offerings Jehovah made fire eat leaven altar is most holy ye eat holy place is thy portion thy sons portion offerings Jehovah made fire am commanded And wave breast heave thigh ye eat clean place thou thy sons thy daughters thee are given thy portion thy sons portion sacrifices peace offerings children Israel The heave thigh wave breast bring offerings made fire fat wave wave offering Jehovah be thine thy sons thee portion ever Jehovah hath commanded And Moses diligently sought goat sin offering behold was burnt was angry Eleazar Ithamar sons Aaron were left saying Wherefore have ye not eaten sin offering place sanctuary seeing is most holy hath given bear iniquity congregation make atonement Jehovah Behold blood was not brought sanctuary ye certainly have eaten sanctuary commanded And Aaron spake unto Moses Behold day have offered sin offering burnt offering Jehovah have befallen such things had eaten sin offering to day have been well pleasing sight Jehovah Moses heard     was well pleasing sight 
101,Leviticus,11,Jehovah spake unto Moses Aaron saying Speak children Israel saying are living things ye eat beasts are earth Whatsoever parteth hoof is clovenfooted   cheweth cud beasts ye eat Nevertheless ye not eat chew cud part hoof camel cheweth cud parteth not hoof is unclean unto you And coney cheweth cud parteth not hoof is unclean unto you And hare cheweth cud parteth not hoof is unclean unto you And swine parteth hoof is clovenfooted cheweth not cud is unclean flesh ye not eat carcasses ye not touch are unclean you These ye eat are waters whatsoever hath fins scales waters seas rivers ye eat And have not fins scales seas rivers move waters living creatures are waters are abomination be abomination ye not eat flesh carcasses ye have abomination Whatsoever hath fins scales waters is abomination unto you And ye have abomination birds not be eaten are abomination eagle gier eagle ospray kite falcon kind raven kind ostrich night hawk sea mew hawk kind little owl cormorant great owl horned owl pelican vulture stork heron kind hoopoe bat All winged creeping things go fours are abomination unto ye eat winged creeping things go fours have legs feet wherewith leap earth Even ye eat locust kind bald locust kind cricket kind grasshopper kind But winged creeping things have four feet are abomination unto you And ye become unclean toucheth carcass be unclean even whosoever beareth   aught   carcass wash clothes be unclean even Every beast parteth hoof is not clovenfooted cheweth cud is unclean one toucheth be unclean And goeth paws beasts go fours are unclean whoso toucheth carcass be unclean even And beareth carcass wash clothes be unclean even are unclean unto you And are are unclean creeping things creep earth weasel mouse great lizard kind gecko land crocodile lizard sand lizard chameleon These are are unclean creep whosoever touch are dead be unclean even And are dead doth fall be unclean be vessel wood raiment skin sack vessel be wherewith work is done be put water be unclean even then be clean And earthen vessel falleth is be unclean ye break All food   therein   be eaten water cometh be unclean drink be drunk   such   vessel be unclean And thing whereupon   part   carcass falleth be unclean oven range pots be broken pieces are unclean be unclean unto you Nevertheless fountain pit wherein is gathering water be clean toucheth carcass be unclean And   aught   carcass fall sowing seed is be sown is clean But water be put seed   aught   carcass fall thereon is unclean unto you And beast ye eat die toucheth carcass thereof be unclean even And eateth carcass wash clothes be unclean even also beareth carcass wash clothes be unclean even And creeping thing creepeth earth is abomination not be eaten Whatsoever goeth belly whatsoever goeth fours whatsoever hath many feet even creeping things creep earth ye not eat are abomination Ye not make yourselves abominable creeping thing creepeth ye make yourselves unclean ye be defiled thereby For am Jehovah God sanctify yourselves therefore be ye holy am holy ye defile yourselves manner creeping thing moveth earth For am Jehovah brought land Egypt be God ye therefore be holy am is law beast bird living creature moveth waters creature creepeth earth make distinction unclean clean living thing be eaten living thing not be eaten 
102,Leviticus,12,Jehovah spake unto Moses saying Speak children Israel saying woman conceive seed bear man child then be unclean seven days days impurity sickness be unclean And eighth day flesh foreskin be circumcised And continue blood     purifying three thirty days touch hallowed thing come sanctuary days purifying be fulfilled But bear maid child then be unclean two weeks impurity continue blood     purifying threescore six days And days purifying are fulfilled son daughter bring lamb year old burnt offering young pigeon turtle dove sin offering door tent meeting priest offer Jehovah make atonement be cleansed fountain blood is law beareth male female And means suffice not lamb then take two turtle doves two young pigeons one burnt offering other sin offering priest make atonement be clean 
103,Leviticus,13,Jehovah spake unto Moses unto Aaron saying man have skin flesh rising scab bright spot become skin flesh plague leprosy then be brought unto Aaron priest one sons priests priest look plague skin flesh hair plague be turned white appearance plague be deeper skin flesh is plague leprosy priest look pronounce unclean And bright spot be white skin flesh appearance thereof be not deeper skin hair thereof be not turned white then priest shut   hath   plague seven days priest look seventh day behold eyes plague be stay plague be not spread skin then priest shut seven days more priest look again seventh day behold plague be dim plague be not spread skin then priest pronounce clean is scab wash clothes be clean But scab spread abroad skin hath showed priest cleansing show priest again priest look behold scab be spread skin then priest pronounce unclean is plague leprosy is man then be brought priest priest look behold be white rising skin have turned hair white there be quick raw flesh rising is old leprosy skin flesh priest pronounce unclean not shut is unclean And leprosy break abroad skin leprosy cover skin   hath   plague head even feet as far appeareth priest then priest look behold leprosy have covered flesh pronounce     clean   hath plague is turned white is clean But raw flesh appeareth be unclean And priest look raw flesh pronounce unclean raw flesh is unclean is leprosy Or raw flesh turn again be changed unto white then come priest priest look behold plague be turned white then priest pronounce     clean   hath plague is clean And flesh hath skin thereof boil is healed place boil is white rising bright spot reddish white then is be showed priest priest look behold appearance thereof be lower skin hair thereof be turned white then priest pronounce unclean is plague leprosy hath broken boil But priest look behold be white hairs therein be not lower skin be dim then priest shut seven days spread abroad skin then priest pronounce unclean is plague But bright spot stay place be not spread is scar boil priest pronounce clean Or flesh hath skin thereof burning fire quick   flesh   burning become bright spot reddish white white then priest look behold hair bright spot be turned white appearance thereof be deeper skin is leprosy hath broken burning priest pronounce unclean is plague leprosy But priest look behold be white hair bright spot be lower skin be dim then priest shut seven days priest look seventh day spread abroad skin then priest pronounce unclean is plague leprosy And bright spot stay place be not spread skin be dim is rising burning priest pronounce clean is scar burning And man woman hath plague head beard then priest look plague behold appearance thereof be deeper skin there be yellow thin hair then priest pronounce unclean is scall is leprosy head beard And priest look plague scall behold appearance thereof be not deeper skin there be black hair then priest shut   hath   plague scall seven days seventh day priest look plague behold scall be not spread there be yellow hair appearance scall be not deeper skin then be shaven scall not shave priest shut   hath   scall seven days more seventh day priest look scall behold scall be not spread skin appearance thereof be not deeper skin then priest pronounce clean wash clothes be clean But scall spread abroad skin cleansing then priest look behold scall be spread skin priest not seek yellow hair is unclean But eyes scall be stay black hair be grown therein scall is healed is clean priest pronounce clean And man woman hath skin flesh bright spots even white bright spots then priest look behold bright spots skin flesh be dull white is tetter hath broken skin is clean And man hair be fallen head is bald yet   is clean And hair be fallen front part head is forehead bald yet   is clean But be bald head bald forehead reddish white plague is leprosy breaking bald head bald forehead Then priest look behold rising plague be reddish white bald head bald forehead appearance leprosy skin flesh is leprous man is unclean priest surely pronounce unclean plague is head And leper plague is clothes be rent hair head go loose cover upper lip cry Unclean unclean All days wherein plague is be unclean is unclean dwell alone camp dwelling be The garment also plague leprosy is be woollen garment linen garment be warp woof linen woollen skin anything made skin plague be greenish reddish garment skin warp woof anything skin is plague leprosy be showed priest And priest look plague shut   hath   plague seven days look plague seventh day plague be spread garment either warp woof skin service skin is used plague is fretting leprosy is unclean And burn garment warp woof woollen linen anything skin wherein plague is is fretting leprosy be burnt fire And priest look behold plague be not spread garment either warp woof anything skin then priest command wash thing wherein plague is shut seven days more priest look plague is washed behold plague have not changed color plague be not spread is unclean thou shalt burn fire is fret bareness be without And priest look behold plague be dim washing thereof then rend garment skin warp woof appear still garment either warp woof anything skin is breaking thou shalt burn wherein plague is garment warp woof whatsoever thing skin be thou shalt wash plague be departed then be washed second time be clean This is law plague leprosy garment woollen linen either warp woof anything skin pronounce clean pronounce unclean 
104,Leviticus,14,Jehovah spake unto Moses saying be law leper day cleansing be brought priest priest go forth out camp priest look behold plague leprosy be healed leper then priest command take is be cleansed two living clean birds cedar wood scarlet hyssop priest command kill one birds earthen vessel running water As living bird take cedar wood scarlet hyssop dip living bird blood bird was killed running water sprinkle is be cleansed leprosy seven times pronounce clean let go living bird open field And is be cleansed wash clothes shave hair bathe water be clean come camp dwell tent seven days And be seventh day shave hair head beard eyebrows even hair shave wash clothes bathe flesh water be clean And eighth day take two he lambs blemish one ewe lamb year old blemish three tenth parts   ephah   fine flour meal offering mingled oil one log priest cleanseth set man is be cleansed things Jehovah door tent meeting And priest take one he lambs offer trespass offering log oil wave wave offering Jehovah kill he lamb place kill sin offering burnt offering place sanctuary sin offering is priest so is trespass offering is most holy priest take blood trespass offering priest put tip right ear is be cleansed thumb right hand great toe right foot And priest take log oil pour palm own left hand priest dip right finger oil is left hand sprinkle oil finger seven times Jehovah rest oil is hand priest put tip right ear is be cleansed thumb right hand great toe right foot blood trespass offering rest oil is priest hand put head is be cleansed priest make atonement Jehovah And priest offer sin offering make atonement is be cleansed uncleanness kill burnt offering priest offer burnt offering meal offering altar priest make atonement be clean And be poor not get so much then take one he lamb trespass offering be waved make atonement one tenth part   ephah   fine flour mingled oil meal offering log oil two turtle doves two young pigeons such is able get one be sin offering other burnt offering And eighth day bring cleansing priest door tent meeting Jehovah priest take lamb trespass offering log oil priest wave wave offering Jehovah And kill lamb trespass offering priest take blood trespass offering put tip right ear is be cleansed thumb right hand great toe right foot And priest pour oil palm own left hand priest sprinkle right finger oil is left hand seven times Jehovah priest put oil is hand tip right ear is be cleansed thumb right hand great toe right foot place blood trespass offering rest oil is priest hand put head is be cleansed make atonement before Jehovah And offer one turtle doves young pigeons such is able get even such is able get one sin offering other burnt offering meal offering priest make atonement is be cleansed Jehovah This is law is plague leprosy is not able get   pertaineth   cleansing And Jehovah spake unto Moses unto Aaron saying ye are come land Canaan give possession put plague leprosy house land possession then owneth house come tell priest saying seemeth be were plague house And priest command empty house priest goeth see plague is house be not made unclean afterward priest go see house look plague behold plague be walls house hollow streaks greenish reddish appearance thereof be lower wall then priest go house door house shut house seven days And priest come again seventh day look behold plague be spread walls house then priest command take stones plague is cast unclean place city cause house be scraped round pour mortar scrape off city unclean place take other stones put place stones take other mortar plaster house And plague come again break house hath taken stones hath scraped house is plastered then priest come look behold plague be spread house is fretting leprosy house is unclean And break house stones timber thereof mortar house carry forth city unclean place Moreover goeth house while is shut be unclean even And lieth house wash clothes eateth house wash clothes And priest come look behold plague hath not spread house house was plastered then priest pronounce house clean plague is healed And take cleanse house two birds cedar wood scarlet hyssop kill one birds earthen vessel running water take cedar wood hyssop scarlet living bird dip blood slain bird running water sprinkle house seven times cleanse house blood bird running water living bird cedar wood hyssop scarlet let got living bird city open field so make atonement house be clean This is law manner plague leprosy scall leprosy garment house rising scab bright spot teach is unclean is clean is law leprosy 
